player,season,team,overall,attack,defense,base_overall,podium_finish,era_boost,rating_source,photo
Zico,1978,Brazil,93,88,59,78,3rd place,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/zico.avif
Gil,1978,Brazil,77,67,51,77,3rd place,0.0,fivethirtyeight_zstats,
Manoel Rezende de Matos Cabral,1978,Brazil,77,67,59,77,3rd place,0.0,fivethirtyeight_zstats,
José Reinaldo de Lima Reinaldo,1978,Brazil,75,62,50,75,3rd place,0.0,fivethirtyeight_zstats,
Edinho,1978,Brazil,85,78,86,74,3rd place,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/edinho.avif
José Rodrigues Neto,1978,Brazil,75,62,56,75,3rd place,0.0,fivethirtyeight_zstats,
Leão,1978,Brazil,87,16,89,74,3rd place,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/emerson-leao.avif
Rivellino,1978,Brazil,73,59,54,73,3rd place,0.0,fivethirtyeight_zstats,
Chicao,1978,Brazil,72,56,54,72,3rd place,0.0,fivethirtyeight_zstats,
Roberto Bettega,1978,Italy,88,84,70,87,4th place,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/bettega-roberto.avif
Gaetano Scirea,1978,Italy,92,80,86,86,4th place,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/scirea-gaetano.avif
Paolo Rossi,1978,Italy,87,83,62,86,4th place,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/rossi-paolo.avif
Franco Causio,1978,Italy,87,85,66,85,4th place,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/causio-franco.avif
Claudio Gentile,1978,Italy,88,68,89,83,4th place,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/gentile-claudio.avif
Marco Tardelli,1978,Italy,88,80,83,81,4th place,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/tardelli-marco.avif
Antonio Cabrini,1978,Italy,88,80,79,80,4th place,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/cabrini-antonio.avif
Mauro Bellugi,1978,Italy,78,56,72,78,4th place,0.0,fivethirtyeight_zstats,
Antonello Cuccureddu,1978,Italy,76,58,62,76,4th place,0.0,fivethirtyeight_zstats,
Renato Zaccarelli,1978,Italy,76,62,59,76,4th place,0.0,fivethirtyeight_zstats,
Romeo Benetti,1978,Italy,86,80,83,76,4th place,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/benetti-romeo.avif
Giancarlo Antognoni,1978,Italy,87,85,64,75,4th place,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/antognoni-giancarlo.avif
Dino Zoff,1978,Italy,92,14,94,73,4th place,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/zoff-dino.avif
Aldo Maldera,1978,Italy,84,81,74,72,4th place,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/maldera-aldo.avif
Claudio Sala,1978,Italy,72,55,51,72,4th place,0.0,fivethirtyeight_zstats,
Francesco Graziani,1978,Italy,72,55,50,72,4th place,0.0,fivethirtyeight_zstats,
Patrizio Sala,1978,Italy,72,54,55,72,4th place,0.0,fivethirtyeight_zstats,
Rob Rensenbrink,1978,Netherlands,87,87,64,93,Runner-up,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/rensenbrink-rob.avif
Johnny Rep,1978,Netherlands,86,83,67,85,Runner-up,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/rep-johnny.avif
Ruud Krol,1978,Netherlands,91,78,85,86,Runner-up,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/krol-ruud.avif
Rene van de Kerkhof,1978,Netherlands,84,80,57,84,Runner-up,0.0,fivethirtyeight_zstats,
Willy van de Kerkhof,1978,Netherlands,82,76,76,82,Runner-up,0.0,fivethirtyeight_zstats,
Wim Jansen,1978,Netherlands,85,78,78,82,Runner-up,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/jansen-wim.avif
Arie Haan,1978,Netherlands,86,79,80,82,Runner-up,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/haan-arie.avif
Johan Neeskens,1978,Netherlands,89,83,79,79,Runner-up,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/neeskens-johan.avif
Ernie Brandts,1978,Netherlands,77,58,67,77,Runner-up,0.0,fivethirtyeight_zstats,
Jan Poortvliet,1978,Netherlands,76,61,67,76,Runner-up,0.0,fivethirtyeight_zstats,
Dick Nanninga,1978,Netherlands,75,58,55,75,Runner-up,0.0,fivethirtyeight_zstats,
Wim Rijsbergen,1978,Netherlands,74,57,58,74,Runner-up,0.0,fivethirtyeight_zstats,
Wim Suurbier,1978,Netherlands,85,76,77,74,Runner-up,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/suurbier-wim.avif
Jan Jongbloed,1978,Netherlands,85,15,87,73,Runner-up,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/jongbloed-jan.avif
Piet Wildschut,1978,Netherlands,73,58,54,73,Runner-up,0.0,fivethirtyeight_zstats,
Jan Boskamp,1978,Netherlands,72,55,51,72,Runner-up,0.0,fivethirtyeight_zstats,
Adrie van Kraay,1978,Netherlands,71,54,50,71,Runner-up,0.0,fivethirtyeight_zstats,
Piet Schrijvers,1978,Netherlands,71,10,74,71,Runner-up,0.0,fivethirtyeight_zstats,
Salah Assad,1982,Algeria,89,84,55,89,—,0.0,fivethirtyeight_zstats,
Mahmoud Guendouz,1982,Algeria,86,58,84,86,—,0.0,fivethirtyeight_zstats,
Rabah Madjer,1982,Algeria,86,86,63,84,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/madjer-rabah.avif
Tedj Bensaoula,1982,Algeria,84,71,51,84,—,0.0,fivethirtyeight_zstats,
Chaabane Merzekane,1982,Algeria,82,72,75,82,—,0.0,fivethirtyeight_zstats,
Nouredine Kourichi,1982,Algeria,81,57,77,81,—,0.0,fivethirtyeight_zstats,
Lakdhar Belloumi,1982,Algeria,80,67,57,80,—,0.0,fivethirtyeight_zstats,
Fawzi Mansouri,1982,Algeria,79,61,71,79,—,0.0,fivethirtyeight_zstats,
Ali Fergani,1982,Algeria,78,66,64,78,—,0.0,fivethirtyeight_zstats,
Mustafa Dahleb,1982,Algeria,78,69,67,78,—,0.0,fivethirtyeight_zstats,
Djamel Zidane,1982,Algeria,75,62,57,75,—,0.0,fivethirtyeight_zstats,
Mehdi Cerbah,1982,Algeria,75,10,75,75,—,0.0,fivethirtyeight_zstats,
Salah Larbes,1982,Algeria,73,57,57,73,—,0.0,fivethirtyeight_zstats,
Abdelmajid Bourebbou,1982,Algeria,72,56,50,72,—,0.0,fivethirtyeight_zstats,
Hocine Yahi,1982,Algeria,72,58,51,72,—,0.0,fivethirtyeight_zstats,
Diego Maradona,1982,Argentina,98,91,66,92,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/maradona-diego.avif
Daniel Passarella,1982,Argentina,90,79,87,90,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/passarella-daniel.avif
Daniel Bertoni,1982,Argentina,88,80,67,88,—,0.0,fivethirtyeight_zstats,
Jorge Olguin,1982,Argentina,85,76,73,85,—,0.0,fivethirtyeight_zstats,
Osvaldo Ardiles,1982,Argentina,88,81,67,85,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/ardiles-osvaldo.avif
Alberto Taranti,1982,Argentina,84,69,79,84,—,0.0,fivethirtyeight_zstats,
Mario Kempes,1982,Argentina,89,86,67,83,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/kempes-mario.avif
Luis Galvan,1982,Argentina,82,61,78,82,—,0.0,fivethirtyeight_zstats,
Americo Gallego,1982,Argentina,80,64,74,80,—,0.0,fivethirtyeight_zstats,
Gabriel Calderon,1982,Argentina,79,72,53,79,—,0.0,fivethirtyeight_zstats,
Ramon Angel Diaz,1982,Argentina,78,63,50,78,—,0.0,fivethirtyeight_zstats,
Santiago Santamaria,1982,Argentina,74,59,53,74,—,0.0,fivethirtyeight_zstats,
Jorge Valdano,1982,Argentina,85,82,67,73,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/valdano-jorge.avif
Juan Barbas,1982,Argentina,73,58,53,73,—,0.0,fivethirtyeight_zstats,
Ubaldo Fillol,1982,Argentina,89,14,91,73,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/fillol-ubaldo.avif
Jose Daniel Valencia,1982,Argentina,72,55,50,72,—,0.0,fivethirtyeight_zstats,
Bruno Pezzey,1982,Austria,85,77,85,86,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/pezzey-bruno.avif
Herbert Prohaska,1982,Austria,85,77,63,85,—,0.0,fivethirtyeight_zstats,
Walter Schachner,1982,Austria,84,73,56,84,—,0.0,fivethirtyeight_zstats,
Erich Obermayer,1982,Austria,82,62,76,82,—,0.0,fivethirtyeight_zstats,
Reinhold Hintermaier,1982,Austria,82,75,64,82,—,0.0,fivethirtyeight_zstats,
Bernd Krauss,1982,Austria,80,68,73,80,—,0.0,fivethirtyeight_zstats,
Hans Johann Krankl,1982,Austria,86,84,63,78,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/krankl-hans.avif
Roland Hattenberger,1982,Austria,78,64,69,78,—,0.0,fivethirtyeight_zstats,
Ernst Baumeister,1982,Austria,76,62,61,76,—,0.0,fivethirtyeight_zstats,
Josef Degeorgi,1982,Austria,76,61,62,76,—,0.0,fivethirtyeight_zstats,
Friedrich Koncilia,1982,Austria,74,10,74,74,—,0.0,fivethirtyeight_zstats,
Heribert Weber,1982,Austria,73,59,55,73,—,0.0,fivethirtyeight_zstats,
Kurt Welzl,1982,Austria,73,59,50,73,—,0.0,fivethirtyeight_zstats,
Anton Pichler,1982,Austria,72,56,50,72,—,0.0,fivethirtyeight_zstats,
Gernot Jurtin,1982,Austria,72,56,51,72,—,0.0,fivethirtyeight_zstats,
Johann Pregesbauer,1982,Austria,71,55,51,71,—,0.0,fivethirtyeight_zstats,
Kurt Jara,1982,Austria,71,55,50,71,—,0.0,fivethirtyeight_zstats,
Maximilian Hagmayr,1982,Austria,71,55,50,71,—,0.0,fivethirtyeight_zstats,
Frank Vercauteren,1982,Belgium,89,85,63,89,—,0.0,fivethirtyeight_zstats,
Erwin Vandenbergh,1982,Belgium,85,72,62,85,—,0.0,fivethirtyeight_zstats,
Jan Ceulemans,1982,Belgium,86,85,77,85,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/ceulemans-jan.avif
Luc Millecamps,1982,Belgium,83,61,81,83,—,0.0,fivethirtyeight_zstats,
Alexandre Czerniatynski,1982,Belgium,82,69,60,82,—,0.0,fivethirtyeight_zstats,
Ludo Coeck,1982,Belgium,80,72,69,80,—,0.0,fivethirtyeight_zstats,
Walter Meeuws,1982,Belgium,85,78,85,80,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/meeuws-walter.avif
Michel Renquin,1982,Belgium,84,72,82,78,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/renquin-michel.avif
Eric Gerets,1982,Belgium,86,74,84,77,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/gerets-eric.avif
Guy Vandermissen,1982,Belgium,77,66,58,77,—,0.0,fivethirtyeight_zstats,
Marc Baecke,1982,Belgium,75,59,58,75,—,0.0,fivethirtyeight_zstats,
Francois Van der Elst,1982,Belgium,73,57,56,73,—,0.0,fivethirtyeight_zstats,
Gerard Plessers,1982,Belgium,73,58,56,73,—,0.0,fivethirtyeight_zstats,
Marice De Schrijver,1982,Belgium,73,58,56,73,—,0.0,fivethirtyeight_zstats,
Rene Verheyen,1982,Belgium,73,58,50,73,—,0.0,fivethirtyeight_zstats,
Wilfried Van Moer,1982,Belgium,85,81,71,73,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/van-moer-wilfried.avif
Jean-Marie Pfaff,1982,Belgium,87,15,90,72,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/pfaff-jean-marie.avif
Jacques Munaron,1982,Belgium,71,55,50,71,—,0.0,fivethirtyeight_zstats,
Theo Custers,1982,Belgium,71,10,71,71,—,0.0,fivethirtyeight_zstats,
Zico,1982,Brazil,93,88,59,93,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/zico.avif
Sérgio Chulapa,1982,Brazil,90,77,58,90,—,0.0,fivethirtyeight_zstats,
José Oscar Bernardi,1982,Brazil,88,61,86,88,—,0.0,fivethirtyeight_zstats,
Paulo Roberto Falcão,1982,Brazil,91,84,72,88,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/falcao-paulo-roberto.avif
Éder,1982,Brazil,85,82,61,88,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/eder.avif
Junior,1982,Brazil,87,82,72,87,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/junior.avif
Sócrates,1982,Brazil,88,87,63,86,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/scrates.avif
Leandro,1982,Brazil,85,80,78,83,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/leandro.avif
Luis Carlos Ferreira,1982,Brazil,83,63,79,83,—,0.0,fivethirtyeight_zstats,
Toninho Cerezo,1982,Brazil,87,81,76,80,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/toninho-cerezo.avif
Paulo Isidoro,1982,Brazil,74,60,52,74,—,0.0,fivethirtyeight_zstats,
Waldir Peres,1982,Brazil,73,10,73,73,—,0.0,fivethirtyeight_zstats,
Dirceu,1982,Brazil,85,84,61,72,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/dirceu.avif
René N'Djeya,1982,Cameroon,88,59,86,88,—,0.0,fivethirtyeight_zstats,
Elie Onana,1982,Cameroon,85,61,83,85,—,0.0,fivethirtyeight_zstats,
Grégoire M'Bida,1982,Cameroon,85,79,63,85,—,0.0,fivethirtyeight_zstats,
Ephrem M'Bom,1982,Cameroon,84,63,80,84,—,0.0,fivethirtyeight_zstats,
Roger Milla,1982,Cameroon,84,82,63,82,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/milla-roger.avif
Michel Kaham,1982,Cameroon,81,66,75,81,—,0.0,fivethirtyeight_zstats,
Théophile Abega,1982,Cameroon,81,75,56,81,—,0.0,fivethirtyeight_zstats,
Emmanuel Kunde,1982,Cameroon,78,69,67,78,—,0.0,fivethirtyeight_zstats,
Ibrahim Aoudou,1982,Cameroon,77,67,75,77,—,0.0,fivethirtyeight_zstats,
Thomas Nkono,1982,Cameroon,77,10,77,77,—,0.0,fivethirtyeight_zstats,
Jean Pierre Tokoto,1982,Cameroon,73,59,51,73,—,0.0,fivethirtyeight_zstats,
Jacques N'Guea,1982,Cameroon,71,56,50,71,—,0.0,fivethirtyeight_zstats,
Gustavo Moscoso,1982,Chile,88,85,52,88,—,0.0,fivethirtyeight_zstats,
Miguel Angel Neira,1982,Chile,88,81,59,88,—,0.0,fivethirtyeight_zstats,
Rodolfo Dubó,1982,Chile,86,71,84,86,—,0.0,fivethirtyeight_zstats,
Elias Figueroa,1982,Chile,91,75,90,85,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/figueroa-elias.avif
Patricio Yanez,1982,Chile,85,80,51,85,—,0.0,fivethirtyeight_zstats,
Rene Valenzuela,1982,Chile,84,61,81,84,—,0.0,fivethirtyeight_zstats,
Carlos Caszely,1982,Chile,82,69,51,82,—,0.0,fivethirtyeight_zstats,
Eduardo Bonvallett,1982,Chile,82,73,67,82,—,0.0,fivethirtyeight_zstats,
Juan Carlos Letelier,1982,Chile,79,65,52,79,—,0.0,fivethirtyeight_zstats,
Vladimir Bigorra,1982,Chile,79,66,71,79,—,0.0,fivethirtyeight_zstats,
Lizardo Garrido,1982,Chile,78,61,69,78,—,0.0,fivethirtyeight_zstats,
Mario Galindo,1982,Chile,76,61,63,76,—,0.0,fivethirtyeight_zstats,
Mario Osben,1982,Chile,75,10,75,75,—,0.0,fivethirtyeight_zstats,
Mario Soto,1982,Chile,73,56,54,73,—,0.0,fivethirtyeight_zstats,
Miguel Gamboa,1982,Chile,73,59,51,73,—,0.0,fivethirtyeight_zstats,
Antonin Panenka,1982,Czechoslovakia,89,80,54,89,—,0.0,fivethirtyeight_zstats,
Ladislav Vizek,1982,Czechoslovakia,84,79,58,84,—,0.0,fivethirtyeight_zstats,
Rostislav Vojacek,1982,Czechoslovakia,80,60,76,80,—,0.0,fivethirtyeight_zstats,
Jan Fiala,1982,Czechoslovakia,79,67,69,79,—,0.0,fivethirtyeight_zstats,
Jozef Barmos,1982,Czechoslovakia,79,66,68,79,—,0.0,fivethirtyeight_zstats,
Ladislav Jurkemik,1982,Czechoslovakia,79,59,72,79,—,0.0,fivethirtyeight_zstats,
Zdenek Nehoda,1982,Czechoslovakia,79,71,55,79,—,0.0,fivethirtyeight_zstats,
Jan Berger,1982,Czechoslovakia,77,64,61,77,—,0.0,fivethirtyeight_zstats,
Libor Radimec,1982,Czechoslovakia,77,64,61,77,—,0.0,fivethirtyeight_zstats,
Frantisek Stambachr,1982,Czechoslovakia,76,65,53,76,—,0.0,fivethirtyeight_zstats,
Jozef Kukucka,1982,Czechoslovakia,76,58,64,76,—,0.0,fivethirtyeight_zstats,
Premysl Bicovsky,1982,Czechoslovakia,76,63,60,76,—,0.0,fivethirtyeight_zstats,
Tomás Kríz,1982,Czechoslovakia,75,62,52,75,—,0.0,fivethirtyeight_zstats,
Pavel Chaloupka,1982,Czechoslovakia,74,58,56,74,—,0.0,fivethirtyeight_zstats,
Petr Janecka,1982,Czechoslovakia,74,61,55,74,—,0.0,fivethirtyeight_zstats,
Marian Masny,1982,Czechoslovakia,73,58,51,73,—,0.0,fivethirtyeight_zstats,
Karel Stromsik,1982,Czechoslovakia,71,10,71,71,—,0.0,fivethirtyeight_zstats,
Stanislav Seman,1982,Czechoslovakia,71,10,71,71,—,0.0,fivethirtyeight_zstats,
Zdenek Hruska,1982,Czechoslovakia,71,10,71,71,—,0.0,fivethirtyeight_zstats,
Carlos Recinos,1982,El Salvador,84,63,80,84,—,0.0,fivethirtyeight_zstats,
Jorge González,1982,El Salvador,84,79,53,84,—,0.0,fivethirtyeight_zstats,
José Jovel,1982,El Salvador,83,59,80,83,—,0.0,fivethirtyeight_zstats,
Jaime Rodríguez,1982,El Salvador,82,59,83,82,—,0.0,fivethirtyeight_zstats,
Luis Ramirez,1982,El Salvador,81,73,58,81,—,0.0,fivethirtyeight_zstats,
José Huezo,1982,El Salvador,79,69,54,79,—,0.0,fivethirtyeight_zstats,
Ramon Fagoaga,1982,El Salvador,77,56,68,77,—,0.0,fivethirtyeight_zstats,
Jose Maria Rivas,1982,El Salvador,76,62,63,76,—,0.0,fivethirtyeight_zstats,
Joaquín Ventura,1982,El Salvador,74,60,61,74,—,0.0,fivethirtyeight_zstats,
José Rugamas,1982,El Salvador,74,57,57,74,—,0.0,fivethirtyeight_zstats,
Ever Hernandez,1982,El Salvador,73,60,52,73,—,0.0,fivethirtyeight_zstats,
Luis Guevara Mora,1982,El Salvador,73,10,73,73,—,0.0,fivethirtyeight_zstats,
Francisco Osorto,1982,El Salvador,72,56,54,72,—,0.0,fivethirtyeight_zstats,
Mario Castillo,1982,El Salvador,72,56,51,72,—,0.0,fivethirtyeight_zstats,
Miguel Diaz,1982,El Salvador,72,56,53,72,—,0.0,fivethirtyeight_zstats,
Trevor Francis,1982,England,89,81,61,89,—,0.0,fivethirtyeight_zstats,
Paul Mariner,1982,England,88,77,71,88,—,0.0,fivethirtyeight_zstats,
Graham Rix,1982,England,85,80,63,85,—,0.0,fivethirtyeight_zstats,
Bryan Robson,1982,England,87,80,81,83,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/robson-bryan.avif
Steve Coppell,1982,England,82,74,59,82,—,0.0,fivethirtyeight_zstats,
Terry Butcher,1982,England,82,62,79,82,—,0.0,fivethirtyeight_zstats,
Ray Wilkins,1982,England,81,74,63,81,—,0.0,fivethirtyeight_zstats,
Kenny Sansom,1982,England,84,74,77,80,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/sansom-kenny.avif
Mick Mills,1982,England,80,69,64,80,—,0.0,fivethirtyeight_zstats,
Phil Thompson,1982,England,80,61,74,80,—,0.0,fivethirtyeight_zstats,
Glenn Hoddle,1982,England,87,84,62,74,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/hoddle-glenn.avif
Peter Shilton,1982,England,89,15,91,74,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/shilton-peter.avif
Steve Foster,1982,England,73,55,57,73,—,0.0,fivethirtyeight_zstats,
Phil Neal,1982,England,86,78,79,72,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/neal-phil.avif
Tony Woodcock,1982,England,72,56,50,72,—,0.0,fivethirtyeight_zstats,
Alain Giresse,1982,France,87,83,68,86,4th place,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/giresse-alain.avif
Jean Tigana,1982,France,87,78,77,84,4th place,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/tigana-jean.avif
Marius Trésor,1982,France,87,74,88,84,4th place,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/tresor-marius.avif
Michel Platini,1982,France,94,89,59,84,4th place,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/platini-michel.avif
Dominique Rocheteau,1982,France,86,85,65,82,4th place,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/rocheteau-dominique.avif
Maxime Bossis,1982,France,86,73,85,82,4th place,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/bossis-maxime.avif
Didier Six,1982,France,81,70,58,81,4th place,0.0,fivethirtyeight_zstats,
Gerard Soler,1982,France,80,73,52,80,4th place,0.0,fivethirtyeight_zstats,
Manuel Amoros,1982,France,87,80,79,81,4th place,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/amoros-manuel.avif
Gérard Janvion,1982,France,80,58,75,80,4th place,0.0,fivethirtyeight_zstats,
Bernard Genghini,1982,France,85,83,67,78,4th place,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/genghini-bernard.avif
